,owner,origen,weapon,platform,total,number,Status,url,primary_key
5900,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,323,220,['destroyed'],https://i.postimg.cc/2S6x43cv/1008-bmp3-destr-20-09-23.jpg,_150bc13c1dfe3fea2877
5901,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,323,221,['destroyed'],https://i.postimg.cc/W1XX48td/1042-bmp3-destr-mtlb-dam-aband-11-01-24.jpg,_6655b2fd1a2ba7343bc4
5916,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,323,15,['damaged'],https://i.postimg.cc/9FdjL0ny/1044-bmd-3-dam-02-08-23.jpg,_d686c49b05683906baf6
5941,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,323,20,"['damaged', 'abandoned']",https://twitter.com/Danspiun/status/1732745197669228736,_2e4385bb7d0a5861e45a
5942,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,323,21,"['damaged', 'abandoned']",https://i.postimg.cc/NFWv1C8Y/1010-2x-bmp3-1x-destr-1x-dam-aband-08-01-23.jpg,_0f9d2568bf919318bd14
5943,RU,['Russia'],Infantry Fighting Vehicles,BMP-3,323,22,"['damaged', 'abandoned']",https://i.postimg.cc/J4CTYt9z/1043-bmp3-dam-aband-11-01-24.jpg,_c7add81de716c3c11c63
6020,RU,['Russia'],Infantry Fighting Vehicles,BMP-3 688M sb. 3KDZ,27,15,['destroyed'],https://i.postimg.cc/CMZpVmBG/1003-1x-bmp1-2x-bmp3-destr-06-12-23.jpg,_08c59af434adda4dfb5a
6021,RU,['Russia'],Infantry Fighting Vehicles,BMP-3 688M sb. 3KDZ,27,16,['destroyed'],https://twitter.com/Danspiun/status/1730566146020040959,_5cf112adb201cdf3340a
6030,RU,['Russia'],Infantry Fighting Vehicles,BMP-3 688M sb. 3KDZ,27,6,"['damaged', 'abandoned']",https://i.postimg.cc/qRprBHqz/1009-BMP-3-688-M-sb-3-KDZ-dam-aband-24-12-23.jpg,_2b2903035d06fba73723
6031,RU,['Russia'],Infantry Fighting Vehicles,BMP-3 688M sb. 3KDZ,27,7,"['damaged', 'abandoned']",https://i.postimg.cc/k5Q9dgn0/1010-BMP-3-688-M-sb-3-KDZ-dam-aband-24-12-23.jpg,_14689f13eaabb58176da
6194,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,148,['destroyed'],https://i.postimg.cc/0jMQ9h6F/1049-bmd2-destr-13-12-23.jpg,_b2e6414cbb7dc59bee1c
6209,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,163,['destroyed'],https://i.postimg.cc/FHfPD5SD/1008-bmd2-destr-08-12-23.jpg,_65977807057ef52db5fe
6213,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,167,['destroyed'],https://i.postimg.cc/dVmKpXL3/1003-bmd2-destr-11-12-23.jpg,_9421232c3e2e69506673
6217,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,171,['destroyed'],https://i.postimg.cc/FFftg0sk/1032-BMD-2-destr-09-11-23.jpg,_de6a5700466166a58efc
6218,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,172,['destroyed'],https://i.postimg.cc/hGDNs3Sj/1000-bmd2-and-bmd4-destr-08-12-23.jpg,_268ab5445b156449133d
6219,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,173,['destroyed'],https://i.postimg.cc/Xv0YrtF6/1006-bmd2-destr-06-09-23.jpg,_b4f73c447f7c5d0dc858
6220,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,174,['destroyed'],https://i.postimg.cc/cCcQzQSr/1034-bmd2-destr-30-05-22.jpg,_ee3f1b50ffa4dafd3f75
6221,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,175,['destroyed'],https://i.postimg.cc/yN1zHPZP/1068-bmd2-destr-10-12-23.jpg,_f2ee97299e2828497d6c
6222,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,176,['destroyed'],https://i.postimg.cc/yd6q4hpR/1036-bmd2-destr-22-09-22.jpg,_f200642e4934150f19d9
6223,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,177,['destroyed'],https://i.postimg.cc/HnjfjYgs/1037-bmd2-destr-22-09-22.jpg,_09290d655f31aa78e76e
6224,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,178,['destroyed'],https://i.postimg.cc/4352VQtj/1004-BMD-2-destr-19-11-22.jpg,_d9bfe1466069fa6a6a55
6239,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,8,['abandoned'],https://i.postimg.cc/HxRKx1cQ/1002-bmd2-destr-06-12-23.jpg,_17ac52f865400130d909
6240,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,9,"['damaged', 'abandoned']",https://i.postimg.cc/mDrk5PTb/1043-bmd2-dam-aband-13-12-23.jpg,_c1522b990296a5d76103
6241,RU,['the Soviet Union'],Infantry Fighting Vehicles,BMD-2,251,10,"['damaged', 'abandoned']",https://i.postimg.cc/Kj3BYv3v/1046-bmd2-dam-aband-10-12-23.jpg,_9e5abcb06c144c0b15e1
6373,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,76,['destroyed'],https://i.postimg.cc/hGDNs3Sj/1000-bmd2-and-bmd4-destr-08-12-23.jpg,_a0ba06e67f1d758c7714
6374,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,77,['destroyed'],https://i.postimg.cc/d1F4shxx/1007-bmd4-destr-08-12-23.jpg,_e941a4dcf36493cdd151
6375,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,78,['destroyed'],https://i.postimg.cc/PqsMyLT5/1010-bmd4-destr-09-12-23.jpg,_0f21add9b0bd560f3040
6376,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,79,['destroyed'],https://i.postimg.cc/nz1TCH8c/1011-bmd4-destr-08-12-23.jpg,_e556b7b39ae7dd634a10
6377,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,80,['destroyed'],https://i.postimg.cc/3N54rNHY/1002-BMD-4-M-destr-25-10-23.jpg,_dae1da0beef7648bcb44
6378,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,81,['destroyed'],https://i.postimg.cc/MTjf8RN9/1057-BMD-4-M-destr-09-12-23.jpg,_aaaed995263d92339c57
6379,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,82,['destroyed'],https://i.postimg.cc/htH2Yybg/1006-bmd2-destr-08-12-23.jpg,_b85f930b6a83dfc12bf4
6380,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,83,['destroyed'],https://i.postimg.cc/wvbM89BD/1057-bmd4m-destr-13-12-23.jpg,_134310341ed4ec239692
6381,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,84,['destroyed'],https://i.postimg.cc/BZjVFTxt/1009-bmd4m-destr-27-09-22.jpg,_09c0099fd026e553f6d4
6382,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,85,['destroyed'],https://i.postimg.cc/yNnFQGzB/1035-BMD-4-M-destr-19-12-23.jpg,_01b6aa3f0b1f4ae8b83d
6383,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,86,['destroyed'],https://i.postimg.cc/GpbFjCVq/1039-BMD-4-M-destr-13-12-23.jpg,_6f1270d3450ab187a8af
6384,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,87,['destroyed'],https://i.postimg.cc/FRrqMNHx/1037-bmd4m-destr-05-12-23.jpg,_527c8a0100eea160ebc0
6385,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,88,['destroyed'],https://twitter.com/NOELreports/status/1744763835385299009,_163b1c2010abd24310e5
6386,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,89,['destroyed'],https://i.postimg.cc/HxNGc2gm/1302-bmd4m-destr-08-01-24.jpg,_ef7e17951d4cdfa3efc5
6390,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,4,['damaged'],https://i.postimg.cc/gJJ3fKYh/1040-BMD-4-M-dam-13-12-23.jpg,_c9ac012a4f2123330ecb
6391,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,5,['damaged'],https://i.postimg.cc/6qTP948g/1001-bmd4m-dam-30-12-23.jpg,_8434fb1519b4d7ea88aa
6393,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,2,"['damaged', 'abandoned']",https://i.postimg.cc/kgsfqXbH/1050-bmd4m-dam-aband-24-11-23.jpg,_531f9b4848b1656987dc
6394,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,3,['abandoned'],https://i.postimg.cc/gJz5TTmY/1002-bmd4m-aband-29-12-23.jpg,_b497d7d43f0fb1d8b04f
6406,RU,['Russia'],Infantry Fighting Vehicles,BMD-4M,109,12,"['damaged', 'captured']",https://i.postimg.cc/44w2nPnd/1019-BMD-4-M-dam-capt-18-08-23.jpg,_cc078dd6ce1e6ea2cd2a
6407,RU,['Russia'],Infantry Fighting Vehicles,Unknown BMD,2,1,['abandoned'],https://i.postimg.cc/8PdZ2NSB/1052-btr-mdm-destr-2x-unkn-bmd-aband-06-01-24.jpg,_d0e88350fce0e4fd900d
6408,RU,['Russia'],Infantry Fighting Vehicles,Unknown BMD,2,2,['abandoned'],https://i.postimg.cc/8PdZ2NSB/1052-btr-mdm-destr-2x-unkn-bmd-aband-06-01-24.jpg,_7a2f7648f6ade3c8f053
6415,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,7,['destroyed'],https://i.postimg.cc/9FGLgBFC/1048-btr82a-destr-25-11-23.jpg,_4b7bf849a1d3129e1eff
6431,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,23,['destroyed'],https://i.postimg.cc/9MYZzzhF/1044-btr82a-destr-05-12-23.jpg,_1147d62b9463d8561371
6433,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,25,['destroyed'],https://i.postimg.cc/wTTcy53K/1046-btr82a-destr-01-12-23.jpg,_3d2c7d0b8dee418684e9
6672,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,264,['destroyed'],https://i.postimg.cc/vHrRq8Zc/1032-btr82a-destr-28-10-23.jpg,_822064c533f990a1d432
6675,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,267,['destroyed'],https://i.postimg.cc/qRNznjmN/1036-btr82a-destr-27-12-23.jpg,_2b9efa82056e4d419f64
6758,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,350,['destroyed'],https://i.postimg.cc/MTRpsjPX/1011-btr82a-destr-20-11-23.jpg,_840cd69ddc0fa3cc5e7d
6759,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,351,['destroyed'],https://i.postimg.cc/SNJQTjDD/1002-btr82at-destr-23-12-23.jpg,_dce5745d7a85d6ca6675
6760,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,352,['destroyed'],https://i.postimg.cc/gJrb9j4N/1009-btr82a-destr-28-12-23.jpg,_9db3cc00fbe1566a34e2
6786,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,378,['destroyed'],https://i.postimg.cc/9FPtLpbx/1047-btr82a-aband-25-11-23.jpg,_f26e7564235c67e8585f
6795,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,387,['destroyed'],https://i.postimg.cc/15z0SZtd/1200-btr82at-destr-09-12-23.jpg,_70116996b0fcac553a31
6799,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,391,['destroyed'],https://i.postimg.cc/nLLt85PJ/1054-btr82a-destr-01-03-22.jpg,_3c983fe4b3b174cdf6ed
6800,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,392,['destroyed'],https://i.postimg.cc/XNBHdbRZ/1049-btr82a-destr-24-11-23.jpg,_97008d8511bb90d302f9
6801,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,393,['destroyed'],https://i.postimg.cc/2jgsH3Vc/1033-btr82a-destr-16-11-23.jpg,_6e36d30343a3bcd7c451
6802,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,394,['destroyed'],https://i.postimg.cc/jSbGb96y/1012-btr82a-destr-28-11-23.jpg,_32c060c031101ee3e950
6803,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,395,['destroyed'],https://i.postimg.cc/6pkhMJP1/1002-btr82a-destr-24-05-23.jpg,_9f69332c8153bb1dcbc7
6804,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,396,['destroyed'],https://i.postimg.cc/vm5tj2F8/1003-btr82a-destr-24-05-23.jpg,_fbde00a5e0687925bc66
6805,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,397,['destroyed'],https://twitter.com/Danspiun/status/1732489258378666316,_4fcf4b817e0e327f57a8
6806,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,398,['destroyed'],https://i.postimg.cc/02jZyRVP/1026-btr82a-destr-10-12-23.jpg,_c38269d5884099178152
6807,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,399,['destroyed'],https://twitter.com/NOELreports/status/1731432526881702002,_174a5b649adaf250d3d1
6808,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,400,['destroyed'],https://twitter.com/NOELreports/status/1731432526881702002,_2e9fb39ff8a4115cb1f9
6809,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,401,['destroyed'],https://i.postimg.cc/FHCxmgJS/1025-2x-btr82a-1x-btr80-destr-03-12-23.jpg,_6b288394fb111bb00f02
6810,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,402,['destroyed'],https://i.postimg.cc/FHCxmgJS/1025-2x-btr82a-1x-btr80-destr-03-12-23.jpg,_d7b81d653edd7056ad3f
6811,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,403,['destroyed'],https://i.postimg.cc/65pb4Gps/1002-BTR-82-A-destr-07-12-23.jpg,_734d7e0185cb5df870b1
6812,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,404,['destroyed'],https://i.postimg.cc/Xvds6fQ5/1009-btr82a-destr-08-12-23.jpg,_f86116e7f051b7d00126
6813,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,405,['destroyed'],https://i.postimg.cc/SNPdXTP8/1022-btr82a-destr-09-12-23.jpg,_b35a84415b64fc8bb02a
6814,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,406,['destroyed'],https://i.postimg.cc/L8ZTjkdW/1023-btr82a-destr-09-12-23.jpg,_303bbc835873b222605a
6815,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,407,['destroyed'],https://i.postimg.cc/cCLHLnbq/1036-btr82a-destr-22-10-23.jpg,_7bfc51120ec10edc7f31
6816,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,408,['destroyed'],https://i.postimg.cc/wM4ByjC1/1040-btr82a-destr-22-10-23.jpg,_7c3b6d34312dcb2ec7a1
6817,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,409,['destroyed'],https://i.postimg.cc/CL6Zdc0c/1041-btr82a-destr-19-10-23.jpg,_bf0e762be048b2a15ea0
6818,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,410,['destroyed'],https://i.postimg.cc/fbYk2Z9P/1042-btr82a-destr-19-10-23.jpg,_57210c5241ed417a1d2a
6819,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,411,['destroyed'],https://i.postimg.cc/K8k1Ttvx/1047-btr82a-destr-19-10-23.jpg,_4e91376227e1644d8899
6820,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,412,['destroyed'],https://i.postimg.cc/QNfCnfFj/1064-btr82a-destr-16-11-23.jpg,_628279402001ac2aa8c1
6821,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,413,['destroyed'],https://i.postimg.cc/wjF915FX/1022-btr82a-destr-09-12-23.jpg,_302f70314859b9399968
6822,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,414,['destroyed'],https://i.postimg.cc/9XbPvxhh/1000-BTR-82-A-destr-06-11-23.jpg,_8c94e6d1d189e9bc7d82
6823,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,415,['destroyed'],https://i.postimg.cc/QMnZjb2W/1013-btr82a-destr-29-11-23.jpg,_9f2084314e84bc0e3b0e
6824,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,416,['destroyed'],https://i.postimg.cc/JzFqWy1f/1018-btr82a-destr-12-12-23.jpg,_f0d7b2ef81c84296966d
6825,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,417,['destroyed'],https://i.postimg.cc/8P1wdQK0/1020-btr82-destr-14-12-23.jpg,_38cf610449aa7cab7a34
6826,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,418,['destroyed'],https://i.postimg.cc/GtjK0q2K/1023-btr82a-destr-15-12-23.jpg,_154befa98d1b40844e70
6827,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,419,['destroyed'],https://i.postimg.cc/wxVkf8Sp/1000-btr82a-destr-31-08-23.jpg,_fb8f57f340255156ed1c
6828,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,420,['destroyed'],https://i.postimg.cc/6pXjFFFG/1010-btr82a-destr-27-12-22.jpg,_d1fcbf8a7863d00cde0f
6829,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,421,['destroyed'],https://i.postimg.cc/BZRwBjgp/1052-btr82a-destr-10-05-23.jpg,_c194a84d2f7888b4a300
6830,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,422,['destroyed'],https://i.postimg.cc/ZnD1P2Zx/1002-BTR-82-A-destr-07-11-23.jpg,_d13a5a625703092e5be4
6831,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,423,['destroyed'],https://i.postimg.cc/hvw5QmbC/1030-btr82a-destr-28-02-23.jpg,_a569d42a6b0a6baaf27d
6832,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,424,['destroyed'],https://i.postimg.cc/zfS62V8B/1036-btr82a-destr-18-12-23.jpg,_f9e0cb65c62327ca6247
6833,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,425,['destroyed'],https://i.postimg.cc/MZ473BWK/1302-btr82a-destr-19-10-23.jpg,_a0b8e9bed26d1077d694
6834,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,426,['destroyed'],https://i.postimg.cc/8P6S1DDC/1022-btr82a-destr-07-01-24.jpg,_7578fae29b1530325119
6835,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,427,['destroyed'],https://i.postimg.cc/pXkZhKZR/1009-btr82a-destr-04-01-23.jpg,_51c28d2115476c1bd58e
6836,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,428,['destroyed'],https://i.postimg.cc/zBmSZ7JS/1018-btr82a-destr-31-08-23.jpg,_c7b84d238561de732c21
6837,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,429,['destroyed'],https://i.postimg.cc/s2G9NqRg/1024-BTR-82-AT-destr-03-01-24.jpg,_4bd42adf000a2db38ff9
6838,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,430,['destroyed'],https://i.postimg.cc/sxsY12GM/1027-BTR-82-AT-destr-04-01-24.jpg,_58ba08f48a5fe3f98218
6839,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,431,['destroyed'],https://i.postimg.cc/QMf6rhfJ/1028-btr82a-destr-13-01-24.jpg,_0317114e5eeac358cca2
6840,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,432,['destroyed'],https://i.postimg.cc/TYnC3rkw/1011-btr82a-destr-30-11-23.jpg,_0101c6f037bcced3ba1f
6863,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,23,['damaged'],https://i.postimg.cc/J0548CWL/1007-btr82a-dam-20-11-23.jpg,_5c2ba9e93d2b7acf40e3
6864,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,24,['damaged'],https://i.postimg.cc/gkG2Djvk/1004-btr82-dam-20-11-23.jpg,_4c8b6cf1997a7b3838e9
6865,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,25,['damaged'],https://i.postimg.cc/Gp3VBy52/1021-btr82-dam-28-11-23.jpg,_52d843ebaadffca79573
6866,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,26,['damaged'],https://twitter.com/Danspiun/status/1732093601784467720,_e7c947d8f520102d4c9a
6867,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,27,['damaged'],https://i.postimg.cc/rpL79S63/1016-btr82at-dam-12-12-23.jpg,_80b862b6aa4bacd7a955
6868,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,28,['damaged'],https://i.postimg.cc/SxvfVq3P/1021-btr82a-dam-03-01-24.jpg,_fab5f4052fa6db1dcfd2
6872,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,4,['abandoned'],https://i.postimg.cc/JzfG5tGJ/1027-btr82-aband-23-10-23.jpg,_18a1e31004dd9effde08
6879,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,11,"['damaged', 'abandoned']",https://i.postimg.cc/hj626ydP/1046-btr82a-dam-aband-25-11-23.jpg,_e95ab2c7859c264b0434
6880,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,12,"['damaged', 'abandoned']",https://twitter.com/Danspiun/status/1732013886268694558,_0bc439174ccc8382f25f
6881,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,13,"['damaged', 'abandoned']",https://i.postimg.cc/BQtbW2FH/1049-btr82a-dam-aband-19-10-23.jpg,_7072c2752e21c15d465c
6882,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,14,['abandoned'],https://i.postimg.cc/BbKNDD4m/1007-btr82a-aband-31-12-23.jpg,_0e7b30b8a5a075d7a991
6883,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,15,['abandoned'],https://i.postimg.cc/FFdT2t30/1012-BTR-82-AT-aband-31-12-23.jpg,_7041219ea655b718defe
7013,RU,['Russia'],Infantry Fighting Vehicles,BTR-82A(M),606,130,['captured'],https://i.postimg.cc/2SMnhGBR/1031-btr82a-capt-31-10-22.jpg,_86a77602565c491549a7
7014,RU,['Russia'],Infantry Fighting Vehicles,BTR-90,1,1,"['damaged', 'abandoned']",https://i.postimg.cc/J7JbkV0G/1033-btr90-dam-aband-22-10-23.jpg,_97c7668badb51689e584
7049,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,26,['destroyed'],https://i.postimg.cc/NFRWwz2j/1035-btr80-destr-11-10-23.jpg,_6c991a86bf07fba4f1fc
7052,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,29,['destroyed'],https://i.postimg.cc/zG1Hw3PM/1027-btr80-destr-04-03-23.jpg,_ab2c1e91deedb256c08a
7076,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,53,['destroyed'],https://i.postimg.cc/056Mq5Lk/1065-btr80-dam-aband-11-10-23.jpg,_2fd18cdecce83a7c7c31
7141,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,118,['destroyed'],https://i.postimg.cc/SKWfBXcF/1022-btr80-destr-03-12-23.jpg,_3d356e37cd3190c41536
7142,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,119,['destroyed'],https://i.postimg.cc/FHCxmgJS/1025-2x-btr82a-1x-btr80-destr-03-12-23.jpg,_d2605e51e01f66a22427
7143,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,120,['destroyed'],https://i.postimg.cc/VsjJDV49/1023-BTR-82-A-M-destr-15-10-23.jpg,_44476f89aad4c4bbacc7
7144,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,121,['destroyed'],https://i.postimg.cc/sXJGTyhc/1014-btr80-destr-11-11-23.jpg,_65512a465709807251a7
7145,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,122,['destroyed'],https://i.postimg.cc/fL9PkP3w/1047-btr80-destr-13-01-24.jpg,_27cb05b0a5dd51c1029f
7146,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,123,['destroyed'],https://i.postimg.cc/B6F7vNfh/1020-btr80-destr-12-01-24.jpg,_08f12865fecffafed8d4
7156,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,7,"['damaged', 'abandoned']",https://i.postimg.cc/sggTN8y2/1010-mtlb-destr-btr80-dam-aband-05-11-23.jpg,_3688a2add31718dc4b54
7157,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,8,['abandoned'],https://i.postimg.cc/hG63g66z/1008-BTR-80-aband-31-12-23.jpg,_1a86d9d1e58c4baefcdb
7158,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-80,192,9,['abandoned'],https://i.postimg.cc/FzQWkc9h/1009-BTR-80-aband-31-12-23.jpg,_59f10ee82b05e431d8bb
7228,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,53,13,['destroyed'],https://i.postimg.cc/Gt781QzT/1048-unkn-btr-destr-19-10-23.jpg,_dc768ef47e4867d59972
7249,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,53,34,['destroyed'],https://i.postimg.cc/13Vy4bKr/1044-unkn-btr-destr-15-12-23.jpg,_8b5a20bb15e54c58e816
7258,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,53,43,['destroyed'],https://twitter.com/Danspiun/status/1730283958745657349,_3b323b2adb1abba01a1b
7259,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,53,44,['destroyed'],https://i.postimg.cc/NFf9VV8w/1039-unkn-btr-destr-22-10-23.jpg,_01687f002f9399b3aef6
7264,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,53,5,['damaged'],https://twitter.com/Danspiun/status/1729921777881554999,_34f2d60e3ff0155d2edd
7265,RU,['Russia'],Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,53,6,['damaged'],https://i.postimg.cc/yYRSS0nc/1012-unkn-BTR-dam-01-12-23.jpg,_e0eb7be71bcc25580177
7279,RU,['Russia'],Armoured Personnel Carriers,Remdiesel Z-STS Akhmat,16,11,['destroyed'],https://i.postimg.cc/T16FXzCh/1001-Z-STS-Akhmat-destr-31-08-23.jpg,_4ffeaabec57c083c9b96
7280,RU,['Russia'],Armoured Personnel Carriers,Remdiesel Z-STS Akhmat,16,12,['destroyed'],https://i.postimg.cc/B6hdPYVv/1044-bmp2-destr-18-10-23.jpg,_ea74c024a2435a3e04e5
7283,RU,['Russia'],Armoured Personnel Carriers,Remdiesel Z-STS Akhmat,16,2,"['damaged', 'abandoned']",https://i.postimg.cc/y69w3jg1/1006-Akhmat-dam-aband-08-01-24.jpg,_1956d9a47ca4324ed965
7288,RU,['Russia'],Armoured Personnel Carriers,Ural-VV,5,4,['destroyed'],https://i.postimg.cc/HnV9X1X1/1017-Ural-VV-destr-11-11-23.jpg,_3a7ad731c9ded172865d
7338,RU,['the Soviet Union'],Armoured Personnel Carriers,BTR-D,84,49,['destroyed'],https://i.postimg.cc/0ydMVxTN/1011-btr-d-destr-31-08-23.png,_d640d923f1f1981e4da1
