,owner,origen,weapon,platform,total,number,Status,url,primary_key
9352,RU,['Russia'],Surface-To-Air Missile Systems ,9A83M2 TELAR (forS-300V4),3,2,['destroyed'],https://twitter.com/UAWeapons/status/1691491187985723402,_8a544d33bffa7e9391ff
9358,RU,['Russia'],Surface-To-Air Missile Systems ,5P85SM2-01 (launcher for S-400),5,2,['destroyed'],https://twitter.com/UAWeapons/status/1678509667603869697,_c33d5d78c884783df724
