,owner,origen,weapon,platform,total,number,Status,url
2740,UA,['the Soviet Union'],Command Posts And Communications Stations ,ZiL-131-based KShM KUNG command vehicle,1,1,['destroyed'],https://i.postimg.cc/FRMGgXDw/6511.png
2741,UA,['Turkey'],Command Posts And Communications Stations ,Radio relay station for the TB2 UCAV,1,1,['destroyed'],https://twitter.com/UAWeapons/status/1552621037057187840
2742,UA,['Turkey'],Command Posts And Communications Stations ,Control station for the TB2 UCAV,2,1,['destroyed'],https://i.postimg.cc/SQVxQ1gY/2000-4x-tb2-ucav-and-2-ground-stations-destr-24-02-22.png
2743,UA,['Turkey'],Command Posts And Communications Stations ,Control station for the TB2 UCAV,2,2,['destroyed'],https://i.postimg.cc/SQVxQ1gY/2000-4x-tb2-ucav-and-2-ground-stations-destr-24-02-22.png
2744,UA,['Italy'],Command Posts And Communications Stations ,SkyGuard Aspide control station,1,1,['destroyed'],https://twitter.com/UAWeapons/status/1683139938743644162
2745,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,8,1,['destroyed'],https://i.postimg.cc/RZpWdJLS/2004-imr2-destr.jpg
2746,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,8,2,['destroyed'],https://i.postimg.cc/PqMhDWyW/2000-imr2-destr.jpg
2747,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,8,3,['destroyed'],https://i.postimg.cc/8PcRsLLK/266.png
2748,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,8,4,['destroyed'],https://i.postimg.cc/kGT1crLZ/2034-BAT-2-and-IMR-2-destr-02-06-23.jpg
2749,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,8,5,['destroyed'],https://i.postimg.cc/K83CRsJs/2004-imr-2-destr-21-06-23.jpg
2750,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,8,6,['destroyed'],https://i.postimg.cc/KYnFq3Gy/1055-IMR2-destr-21-10-23.jpg
2751,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,8,1,"['damaged', 'abandoned']",https://i.postimg.cc/DwF40rFd/2006-IMR-2-dam-aband-22-06-23.jpg
2752,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IMR-2 combat engineering vehicle,8,1,['captured'],https://i.postimg.cc/BQxfxYwb/446.png
2753,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BMR-2 mine-clearing tank,1,1,['abandoned'],https://i.postimg.cc/wTnz6gz2/h.png
2754,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,UR-77 Meteorit,1,1,['destroyed'],https://i.postimg.cc/8CFDWLw0/2016-ur77-destr-13-10-23.jpg
2755,UA,['Ukraine'],Engineering Vehicles And Equipment ,T-64 mine-clearing tank,3,1,['destroyed'],https://i.postimg.cc/26srWGXP/2040-T-64-based-mine-clearing-tank-destr-11-07-23.jpg
2756,UA,['Ukraine'],Engineering Vehicles And Equipment ,T-64 mine-clearing tank,3,1,"['damaged', 'abandoned']",https://i.postimg.cc/G2bd1vzG/2017-T-64-based-mine-clearing-tank-dam-aband-28-06-23.jpg
2757,UA,['Ukraine'],Engineering Vehicles And Equipment ,T-64 mine-clearing tank,3,1,['captured'],https://i.postimg.cc/4d5f8ptm/image.jpg
2758,UA,['Finland'],Engineering Vehicles And Equipment ,Leopard 2R mine-clearing tank,3,1,['destroyed'],https://i.postimg.cc/NG7vhjqF/1035-leo2r-destr-04-06-23.jpg
2759,UA,['Finland'],Engineering Vehicles And Equipment ,Leopard 2R mine-clearing tank,3,1,['damaged'],https://i.postimg.cc/bJ4KP8tn/665h8.png
2760,UA,['Finland'],Engineering Vehicles And Equipment ,Leopard 2R mine-clearing tank,3,2,['damaged'],https://i.postimg.cc/ZnrDhNZk/ff2.png
2761,UA,['Germany'],Engineering Vehicles And Equipment ,Wisent 1 mine-clearing tank,1,1,['destroyed'],https://i.postimg.cc/7LG9kzMB/bb7.png
2762,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BAT-2 heavy engineering vehicle,3,1,['destroyed'],https://i.postimg.cc/kGT1crLZ/2034-BAT-2-and-IMR-2-destr-02-06-23.jpg
2763,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BAT-2 heavy engineering vehicle,3,1,['captured'],https://i.postimg.cc/2yj5tTbn/bl.png
2764,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BAT-2 heavy engineering vehicle,3,2,"['damaged', 'captured']",https://i.postimg.cc/6Q7pKjZX/f3.png
2765,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,MT-T multi-purpose tracked transporter,1,1,['damaged'],https://twitter.com/UAWeapons/status/1592524450830094340
2766,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,IRM 'Zhuk' engineer reconnaissance vehicle,1,1,['captured'],https://postimg.cc/4YzZfG5m
2767,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,MDK-3 trench-digging vehicle,1,1,['captured'],https://i.postimg.cc/ZYVS4vtw/3321.png
2768,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,RKhM 'Kashalot',3,1,['destroyed'],https://i.postimg.cc/FzPFS9vz/16.png
2769,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,RKhM 'Kashalot',3,1,['captured'],https://i.postimg.cc/FK0113Pj/776.png
2770,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,RKhM 'Kashalot',3,2,['captured'],https://i.postimg.cc/J7FjSqDK/2045-RKh-M-Kashalot-capt-04-03-22.jpg
2771,UA,['the Czech Republic'],Engineering Vehicles And Equipment ,BREM-Ch ''BREM-4'' armoured recovery vehicle,3,1,['destroyed'],https://i.postimg.cc/fRLJr3Wn/44800.png
2772,UA,['the Czech Republic'],Engineering Vehicles And Equipment ,BREM-Ch ''BREM-4'' armoured recovery vehicle,3,2,['destroyed'],https://i.postimg.cc/V6J9JZY7/2018-BREM-Ch-BREM-4-armoured-recovery-vehicle-destr-13-09-22.jpg
2773,UA,['the Czech Republic'],Engineering Vehicles And Equipment ,BREM-Ch ''BREM-4'' armoured recovery vehicle,3,3,['destroyed'],https://i.postimg.cc/3N8mN5v2/4313.png
2774,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,1,['destroyed'],https://i.postimg.cc/9QdSvxzZ/v4.png
2775,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,2,['destroyed'],https://twitter.com/UAWeapons/status/1579889976879484928
2776,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,3,['destroyed'],https://i.postimg.cc/vZ7gHRX8/2012-BTS-4-destr-06-05-23.jpg
2777,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,4,['destroyed'],https://i.postimg.cc/QMyhqtzC/2014-bts4-destr-06-07-23.jpg
2778,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,5,['destroyed'],https://i.postimg.cc/g2GYSTkq/2030-BTS-4-ARV-destr-29-09-23.jpg
2779,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,1,"['damaged', 'abandoned']",https://i.postimg.cc/nhNsV8vJ/2004-T72amt-and-BTS4-dam-aband-15-06-23.jpg
2780,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,2,['abandoned'],https://i.postimg.cc/QC6tSCcB/3254.png
2781,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,1,['captured'],https://i.postimg.cc/3J251m83/38.png
2782,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BTS-4A armoured recovery vehicle,9,2,['captured'],https://i.postimg.cc/BQyRX6qK/689.png
2783,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,6,1,['destroyed'],https://i.postimg.cc/yx9zNwFP/5760.png
2784,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,6,2,['destroyed'],https://i.postimg.cc/KvHcBkSZ/2001-brem-1-destr-08-02-23.jpg
2785,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,6,3,['destroyed'],https://i.postimg.cc/7LQkN135/2017-BREM-1-destr-02-08-23.jpg
2786,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,6,1,['damaged'],https://twitter.com/Danspiun/status/1648098258911129600
2787,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,6,2,['damaged'],https://postimg.cc/PNdXDbtv
2788,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BREM-1 armoured recovery vehicle,6,1,['captured'],https://i.postimg.cc/Prww0Ysy/133.png
2789,UA,['the United States'],Engineering Vehicles And Equipment ,M88A1armoured recovery vehicle,2,1,['destroyed'],https://i.postimg.cc/SK1WzSS3/2015-m88a2-destr-21-07-23.jpg
2790,UA,['the United States'],Engineering Vehicles And Equipment ,M88A1armoured recovery vehicle,2,2,['destroyed'],https://i.postimg.cc/VvQKwbGx/2002-M88-A1-destr-24-08-23.jpg
2791,UA,['Germany'],Engineering Vehicles And Equipment ,Bergepanzer 2 armoured recovery vehicle,1,1,['damaged'],https://i.postimg.cc/7ZfjZy4z/2008-Bergepanzer-2-ARV-dam-24-07-23.jpg
2792,UA,['Germany'],Engineering Vehicles And Equipment ,Bergepanzer 3 armoured recovery vehicle,1,1,['destroyed'],https://i.postimg.cc/L4j9NBRd/2005-Bergepanzer-3-destr-16-10-23.jpg
2793,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,Ural-4320 KET-L recovery vehicle,1,1,['destroyed'],https://i.postimg.cc/P5y09mKr/448.png
2794,UA,['the United States'],Engineering Vehicles And Equipment ,M1132 Stryker Engineering Squad Vehicle,3,1,['destroyed'],https://twitter.com/UAWeapons/status/1693656645635608709
2795,UA,['the United States'],Engineering Vehicles And Equipment ,M1132 Stryker Engineering Squad Vehicle,3,2,['destroyed'],https://i.postimg.cc/ZKs5fg5T/2003-Stryker-destr-22-08-23.jpg
2796,UA,['the United States'],Engineering Vehicles And Equipment ,M1132 Stryker Engineering Squad Vehicle,3,3,['destroyed'],https://i.postimg.cc/25Kr5jd2/2031-M1132-ESV-Stryker-destr-28-09-23.jpg
2797,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,MTO-AT mobile workshop,3,1,['destroyed'],https://twitter.com/UAWeapons/status/1545021770008240130
2798,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,MTO-AT mobile workshop,3,2,['destroyed'],https://i.postimg.cc/q73LLhS9/2002-ZIl-131-MTO-AT-destr-15-05-22.jpg
2799,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,MTO-AT mobile workshop,3,1,['captured'],https://i.postimg.cc/YSjX5Wrj/dd11.png
2800,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,PTS-2  tracked amphibious transport,1,1,['captured'],https://postimg.cc/bsfZ6SXD
2801,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,PMP floating bridge,3,1,['destroyed'],https://i.postimg.cc/zXWfXHm7/dr1.jpg
2802,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,PMP floating bridge,3,2,['destroyed'],https://i.postimg.cc/0y027gyJ/dr3.jpg
2803,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,PMP floating bridge,3,1,['captured'],https://twitter.com/UAWeapons/status/1545899373724422151
2804,UA,['Ukraine'],Engineering Vehicles And Equipment ,TMM-3M1 bridge layer,3,1,['destroyed'],https://i.postimg.cc/Y2yLc6X1/2011-TMM-3-bridge-layer-destr-08-06-22.jpg
2805,UA,['Ukraine'],Engineering Vehicles And Equipment ,TMM-3M1 bridge layer,3,1,['captured'],https://i.postimg.cc/jjscx2rh/245.png
2806,UA,['Ukraine'],Engineering Vehicles And Equipment ,TMM-3M1 bridge layer,3,2,['captured'],https://twitter.com/UAWeapons/status/1545899373724422151
2807,UA,['Ukraine'],Engineering Vehicles And Equipment ,Pontoon bridge,1,1,['destroyed'],https://i.postimg.cc/kXP1jwZp/576.jpg
2808,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B with excavator,3,1,['destroyed'],https://i.postimg.cc/SK7fpT7X/2022-04-24-UA-Kr-AZ-255-B-with-excavator.jpg
2809,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B with excavator,3,2,['destroyed'],https://i.postimg.cc/DwZ65sm1/321.png
2810,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B with excavator,3,1,['captured'],https://i.postimg.cc/zBhLwYQk/678.png
2811,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B pontoon bridge layer,7,1,['destroyed'],https://i.postimg.cc/zGYHrDCP/2011-Kr-AZ-255-B-Pontoon-bridge-layer-destr-16-03-23.jpg
2812,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B pontoon bridge layer,7,2,['destroyed'],https://i.postimg.cc/xdtXMKWW/2021-Kr-AZ-255-B-pontoon-bridge-layer-destr-18-06-22.jpg
2813,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B pontoon bridge layer,7,3,['destroyed'],https://i.postimg.cc/bvtLctt4/875.png
2814,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B pontoon bridge layer,7,4,['destroyed'],https://twitter.com/Danspiun/status/1714610417081749509
2815,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B pontoon bridge layer,7,5,['destroyed'],https://twitter.com/Danspiun/status/1714610417081749509
2816,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B pontoon bridge layer,7,1,['damaged'],https://i.postimg.cc/7Lz5hL5f/2010-Kr-AZ-255-B-pontoon-bridge-layer-dam-13-10-23.jpg
2817,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B pontoon bridge layer,7,1,['captured'],https://twitter.com/UAWeapons/status/1545021775846817792
2818,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-255B with KS-3575 crane,1,1,['destroyed'],https://i.postimg.cc/fy6tkD6y/2030-Kr-AZ-255-B-with-KS-3575-crane-destr-01-04-23.jpg
2819,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,KrAZ-6322 Master mobile workshop,1,1,['captured'],https://i.postimg.cc/zBnh7shQ/2008-Kr-AZ-6322-Master-mobile-workshop-capt-17-07-22.jpg
2820,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,GMZ-3 minelayer,4,1,['destroyed'],https://i.postimg.cc/W4xyQQTN/g6.png
2821,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,GMZ-3 minelayer,4,1,['damaged'],https://i.postimg.cc/rm70T41G/2051-GMZ-3-minelayer-dam-21-06-23.jpg
2822,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,GMZ-3 minelayer,4,1,['captured'],https://postimg.cc/9wRyy6q6
2823,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,GMZ-3 minelayer,4,2,['captured'],https://i.postimg.cc/GhJBg5Fg/479.png
2824,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,PZM-2 trench-digging vehicle,3,1,['destroyed'],https://i.postimg.cc/4dWvYY0s/2022-04-24-UA-PZM-2.jpg
2825,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,PZM-2 trench-digging vehicle,3,2,['destroyed'],https://i.postimg.cc/sgJZ09yh/2037-PZM-2-trench-digging-vehicle-destr-03-03-22.jpg
2826,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,PZM-2 trench-digging vehicle,3,1,['damaged'],https://i.postimg.cc/bJpkwCTL/2000-PZM-2-dam-13-05-23.jpg
2827,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,UMP-350 engine heater,1,1,['captured'],https://twitter.com/UAWeapons/status/1552699442482094083
2828,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,ARS-14 decontamination and degassing vehicle,3,1,['captured'],https://i.postimg.cc/76svFsgn/2012-ARS-14-capt-17-04-22.jpg
2829,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,ARS-14 decontamination and degassing vehicle,3,2,['captured'],https://i.postimg.cc/hG1dJbkR/1302.png
2830,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,ARS-14 decontamination and degassing vehicle,3,3,['captured'],https://i.postimg.cc/SsT2C89j/Screenshot-8133.png
2831,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,Ural-4320 KT-L recovery vehicle,3,1,['destroyed'],https://i.postimg.cc/NGnqbnGg/2011-KT-L-and-Zi-L131-tanker-destr-11-06-22.jpg
2832,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,Ural-4320 KT-L recovery vehicle,3,2,['destroyed'],https://i.postimg.cc/3wjW43v8/2031-Ural-4320-KT-L-recovery-vehicle-destr-20-05-22.jpg
2833,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,Ural-4320 KT-L recovery vehicle,3,3,['destroyed'],https://i.postimg.cc/pVc8Bsyt/351.png
2834,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,BMK-460 towing and motor boat,1,1,['damaged'],https://i.postimg.cc/JnXPb8mM/2009-BMK-460-dam-14-02-23.jpg
2835,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,TDA-M mobile smoke generator,1,1,['destroyed'],https://i.postimg.cc/13cPvLLK/224o.png
2836,UA,['the Soviet Union'],Engineering Vehicles And Equipment ,AK-04-9A 'Porosha' airfield air conditioner based on KamAZ-5320,1,1,['destroyed'],https://i.postimg.cc/MT4tbK2b/2006-AK-04-9-A-Porosha-airfield-air-conditioner-based-on-Kam-AZ-5320-destr-23-07-22.jpg
2837,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,1,['destroyed'],https://i.postimg.cc/8cpL1BtZ/k2.png
2838,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,2,['destroyed'],https://i.postimg.cc/JncbVdcy/k1.png
2839,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,3,['destroyed'],https://i.postimg.cc/1tbZXSMb/g7.png
2840,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,4,['destroyed'],https://i.postimg.cc/2SGg6p9V/438.png
2841,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,5,['destroyed'],https://i.postimg.cc/2SGg6p9V/438.png
2842,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,6,['destroyed'],https://i.postimg.cc/3Jy72wPb/443f.png
2843,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,7,['destroyed'],https://i.postimg.cc/c4jFp2Sn/4433.png
2844,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,1,['abandoned'],https://i.postimg.cc/cLp0yYYV/795.png
2845,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,1,['captured'],https://i.postimg.cc/7PV70ZVz/4366.png
2846,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,2,['captured'],https://i.postimg.cc/Bbpc3Gnt/466.png
2847,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,3,['captured'],https://i.postimg.cc/Bbpc3Gnt/466.png
2848,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,4,['captured'],https://i.postimg.cc/6ppy8PZM/975.png
2849,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,5,['captured'],https://i.postimg.cc/59GrFQT8/87.png
2850,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,6,['captured'],https://i.postimg.cc/pLQFR0zy/2113.jpg
2851,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,7,['captured'],https://i.postimg.cc/j5YxjC3n/55418.png
2852,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,8,['captured'],https://i.postimg.cc/50hp0nTH/3g.png
2853,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,9,['captured'],https://i.postimg.cc/fRVsPr2s/s13.png
2854,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,18,10,['captured'],https://i.postimg.cc/rpt8C6xz/2125-9-P148-Konkurs-capt-14-03-22.jpg
2855,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P149 Shturm-S ATGM carrier,3,1,['destroyed'],https://twitter.com/UAWeapons/status/1628063681178177546
2856,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P149 Shturm-S ATGM carrier,3,1,"['damaged', 'captured']",https://i.postimg.cc/DZ9hwS9W/49.png
2857,UA,['the Soviet Union'],Self-Propelled Anti-Tank Missile Systems,9P149 Shturm-S ATGM carrier,3,2,['captured'],https://i.postimg.cc/Ls6srs8R/680.png
2858,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V13 battery command and forward observer vehicle,2,1,['destroyed'],https://i.postimg.cc/9FVHcxnm/3c.png
2859,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V13 battery command and forward observer vehicle,2,2,['destroyed'],https://i.postimg.cc/rsqMDRYM/540.png
2860,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V14 battery command and forward observer vehicle,6,1,['destroyed'],https://i.postimg.cc/bwSwXSt1/f443.png
2861,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V14 battery command and forward observer vehicle,6,2,['destroyed'],https://i.postimg.cc/Y94z13Qq/443f3.png
2862,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V14 battery command and forward observer vehicle,6,3,['destroyed'],https://postimg.cc/dDvnqyKd
2863,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V14 battery command and forward observer vehicle,6,4,['destroyed'],https://i.postimg.cc/RVwYRjBx/2003-1-V14-destr.png
2864,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V14 battery command and forward observer vehicle,6,5,['destroyed'],https://i.postimg.cc/W4H05Nzk/2000-1-V14-destr-24-01-23.jpg
2865,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V14 battery command and forward observer vehicle,6,1,['captured'],https://i.postimg.cc/MHmbxn3Q/437.png
2866,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V15 battery command and forward observer vehicle,4,1,['captured'],https://i.postimg.cc/B6Ntjgtc/77k.jpg
2867,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V15 battery command and forward observer vehicle,4,2,['captured'],https://i.postimg.cc/wxQgbDjF/5y6.png
2868,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V15 battery command and forward observer vehicle,4,3,['captured'],https://i.postimg.cc/wxQgbDjF/5y6.png
2869,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V15 battery command and forward observer vehicle,4,4,['captured'],https://i.postimg.cc/wxQgbDjF/5y6.png
2870,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V16M artillery battalion command and staff vehicle,1,1,['destroyed'],https://i.postimg.cc/7hqwkfcT/2123-1-V16-M-artillery-battalion-command-and-staff-vehicle-destr-12-04-22.jpg
2871,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,8,1,['captured'],https://i.postimg.cc/15Tv1zdz/c24.png
2872,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,8,2,['captured'],https://i.postimg.cc/rpVBPfZt/430.png
2873,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,8,3,['captured'],https://i.postimg.cc/y8HfMD6P/770.png
2874,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,8,4,['captured'],https://i.postimg.cc/vHGv8Rfr/3558.png
2875,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,8,5,['captured'],https://i.postimg.cc/dQW77Mc8/ft5.png
2876,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,8,6,['captured'],https://i.postimg.cc/SKptzcQB/f43.png
2877,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,8,7,['captured'],https://i.postimg.cc/NjFGF206/2124-1-V18-Klyon-1-artillery-command-and-forward-observer-vehicle-capt-04-04-22.jpg
2878,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,8,8,['captured'],https://i.postimg.cc/MT1mtHYK/2003-1-V18-Klyon-1-capt-28-02-22.jpg
2879,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,9T452 transporter-loader (for BM-27 'Uragan' MRL),2,1,['destroyed'],https://i.postimg.cc/SQd62jMf/37.png
2880,UA,['the Soviet Union'],Artillery Support Vehicles And Equipment,9T452 transporter-loader (for BM-27 'Uragan' MRL),2,2,['destroyed'],https://twitter.com/UAWeapons/status/1519331831006511104
2881,UA,['the Soviet Union'],Towed Artillery,100mm BS-3 anti-tank gun,3,1,['destroyed'],https://i.postimg.cc/N0z9cFYL/325.png
2882,UA,['the Soviet Union'],Towed Artillery,100mm BS-3 anti-tank gun,3,1,['captured'],https://i.postimg.cc/521HLsPL/b18.png
2883,UA,['the Soviet Union'],Towed Artillery,100mm BS-3 anti-tank gun,3,2,['captured'],https://i.postimg.cc/GmqpYdTn/b19.png
2884,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,18,1,['destroyed'],https://i.postimg.cc/3x42G0DL/489.png
2885,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,18,2,['destroyed'],https://twitter.com/UAWeapons/status/1543548850559926272
2886,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,18,3,['destroyed'],https://postimg.cc/TyjH9pKG
2887,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,18,4,['destroyed'],https://i.postimg.cc/1RWZFsNX/2016-rapira-destr-24-02-22.jpg
2888,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,18,5,['destroyed'],https://i.postimg.cc/1XrH1kcs/2009-mt12-destr-23-04-22.jpg
2889,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,18,6,['destroyed'],https://i.postimg.cc/66GbgQHF/2003-mt12-destr-17-07-23.jpg
2890,UA,['the Soviet Union'],Towed Artillery,100mm MT-12 anti-tank gun,18,1,['damaged'],https://twitter.com/UAWeapons/status/1543548850559926272
