,owner,origen,weapon,platform,total,number,Status,url
1393,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,6,['destroyed'],https://postimg.cc/bGFxKfck
1394,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,7,['destroyed'],https://i.postimg.cc/XJ300hWz/54k.jpg
1395,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,8,['destroyed'],https://twitter.com/UAWeapons/status/1523007832064503809
1396,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,9,['destroyed'],https://i.postimg.cc/k5p6Kykv/f4.png
1397,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,10,['destroyed'],https://i.postimg.cc/1zCdC4GK/8750.png
1398,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,11,['destroyed'],https://i.postimg.cc/VsgGfG6d/b2.png
1399,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,12,['destroyed'],https://i.postimg.cc/hjg5BSPb/6687.png
1400,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,13,['destroyed'],https://i.postimg.cc/2yXMT29N/2000.jpg
1401,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,14,['destroyed'],https://i.postimg.cc/mrrBtQrM/665.png
1402,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,15,['destroyed'],https://i.postimg.cc/hPT95Ly2/4437h.png
1403,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,16,['destroyed'],https://i.postimg.cc/6QRSwSFc/ff2.png
1404,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,17,['destroyed'],https://postimg.cc/BXqgy0X7
1405,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,18,['destroyed'],https://i.postimg.cc/rwp6mVH4/4369.png
1406,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,19,['destroyed'],https://i.postimg.cc/zX8ZsSS0/4368.png
1407,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,20,['destroyed'],https://i.postimg.cc/nrtbcv8V/4367.png
1408,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,21,['destroyed'],https://i.postimg.cc/7ZtX3RB6/4434.png
1409,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,22,['destroyed'],https://i.postimg.cc/yNVBRkbB/44377.png
1410,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,23,['destroyed'],https://postimg.cc/MMHB68H0
1411,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,24,['destroyed'],https://i.postimg.cc/NF5KFzvs/2003-bmp2.jpg
1412,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,25,['destroyed'],https://i.postimg.cc/J42NgB7m/332.png
1413,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,26,['destroyed'],https://twitter.com/UAWeapons/status/1572307996771762178
1414,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,27,['destroyed'],https://twitter.com/UAWeapons/status/1572307996771762178
1415,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,28,['destroyed'],https://twitter.com/UAWeapons/status/1572307996771762178
1416,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,29,['destroyed'],https://twitter.com/UAWeapons/status/1572668027933495297
1417,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,30,['destroyed'],https://i.postimg.cc/bwj36dcw/2000-bmp2.jpg
1418,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,31,['destroyed'],https://twitter.com/UAWeapons/status/1574390084790632453
1419,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,32,['destroyed'],https://i.postimg.cc/85bZ5jVQ/2001-bmp2-destr.jpg
1420,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,33,['destroyed'],https://i.postimg.cc/3Jy2pb4G/1020-bmp2-destr-08-01-23.jpg
1421,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,34,['destroyed'],https://i.postimg.cc/vB90JM85/2003-bmp2-destr-2022-09-12.jpg
1422,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,35,['destroyed'],https://i.postimg.cc/QxNqbc7Q/2004-bmp2-destr-2022-08-14.jpg
1423,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,36,['destroyed'],https://i.postimg.cc/YqZ8Y5qX/2001-bmp2-destr.jpg
1424,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,37,['destroyed'],https://i.postimg.cc/YqYd18fV/g54.png
1425,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,38,['destroyed'],https://postimg.cc/zyYWNbRW
1426,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,39,['destroyed'],https://postimg.cc/T52X1kVz
1427,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,40,['destroyed'],https://i.postimg.cc/TPshkGdH/2011-bmp2-destr-19-02-23.jpg
1428,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,41,['destroyed'],https://i.postimg.cc/3RvMKcCz/s43.png
1429,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,42,['destroyed'],https://i.postimg.cc/NjD24NTh/4f5.png
1430,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,43,['destroyed'],https://i.postimg.cc/sXRdTTrQ/39.png
1431,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,44,['destroyed'],https://i.postimg.cc/hGH1754W/2004-bmp-2.jpg
1432,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,45,['destroyed'],https://i.postimg.cc/R08Pq0Tz/10-18-2022-UA-BMP-2-destroyed-Soledar-48-681389-38-100806-t-melost-warinua18219single.png
1433,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,46,['destroyed'],https://i.postimg.cc/Hx6vsv96/4f.png
1434,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,47,['destroyed'],https://postlmg.cc/SJSMYSJX
1435,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,48,['destroyed'],https://i.postimg.cc/q7BszL3m/2085-BMP-2-K-destr-04-04-22.jpg
1436,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,49,['destroyed'],https://i.postimg.cc/XJp9gYxd/2086-BMP-2-K-destr-13-06-22.jpg
1437,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,50,['destroyed'],https://postimg.cc/bdx0KZ50
1438,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,51,['destroyed'],https://i.postimg.cc/V6zdbnV7/2022-03-30-UA-BMP-2-destroyed.jpg	
1439,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,52,['destroyed'],https://i.postimg.cc/FRG1b1th/2022-05-08-UA-BMP-2-destroyed.jpg
1440,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,53,['destroyed'],https://i.postimg.cc/9fm0NKbV/5g5.png
1441,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,54,['destroyed'],https://i.postimg.cc/BncBd8WF/763g.png
1442,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,55,['destroyed'],https://i.postimg.cc/6pSfQp6P/2009-bmp2-destr-10-11-22.jpg
1443,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,56,['destroyed'],https://i.postimg.cc/bwBsJvJj/789.png
1444,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,57,['destroyed'],https://i.postimg.cc/PJs6khZW/874.png
1445,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,58,['destroyed'],https://i.postimg.cc/MT8p9CL6/2000-bmp2-destr-08-11-22.jpg
1446,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,59,['destroyed'],https://i.postimg.cc/vBjR9bG6/2000-bmp2-destr-07-01-23.jpg
1447,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,60,['destroyed'],https://i.postimg.cc/SNd9scRt/2004-bmp2-destr-15-01-23.jpg
1448,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,61,['destroyed'],https://i.postimg.cc/DyxWFFp9/2006-bmp2-destr-15-01-23.jpg
1449,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,62,['destroyed'],https://i.postimg.cc/1tt2L1tc/2003-bmp2-destr-18-01-23.jpg
1450,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,63,['destroyed'],https://i.postimg.cc/B6Vk37PW/2013-bmp2-destr-05-09-22.jpg
1451,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,64,['destroyed'],https://i.postimg.cc/s23t4hCL/2016-bmp2-destr-05-05-22.jpg
1452,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,65,['destroyed'],https://i.postimg.cc/D04DwQ1S/2017-bmp2-destr-05-05-22.jpg
1453,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,66,['destroyed'],https://i.postimg.cc/DyL5mXZY/2001-bmp2-destr-25-01-23.jpg
1454,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,67,['destroyed'],https://i.postimg.cc/1tZMhmjt/2002-bmp2-destr-26-01-23.jpg
1455,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,68,['destroyed'],https://i.postimg.cc/MK6vNn4j/1025-bmp2-destr-24-01-23.jpg
1456,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,69,['destroyed'],https://i.postimg.cc/SKGbFHyj/2010-bmp2-destr-30-01-23.jpg
1457,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,70,['destroyed'],https://i.postimg.cc/85fRzP49/2019-bmp2-destr-04-02-23.jpg
1458,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,71,['destroyed'],https://i.postimg.cc/ht4V70M9/2022-bmp2-destr-07-02-23.jpg
1459,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,72,['destroyed'],https://twitter.com/UAWeapons/status/1628063681178177546
1460,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,73,['destroyed'],https://i.postimg.cc/bYg9py3L/6680.png
1461,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,74,['destroyed'],https://i.postimg.cc/q7qc7m8c/1009-bmp2-destr-10-03-23.jpg
1462,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,75,['destroyed'],https://i.postimg.cc/Yq7GnJ8r/2001-bmp2-destr-05-03-23.jpg
1463,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,76,['destroyed'],https://i.postimg.cc/vZcW0gjQ/2019-bmp2-destr-13-03-23.jpg
1464,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,77,['destroyed'],https://i.postimg.cc/J73VgP99/2000-bmp2-destr-19-03-23.jpg
1465,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,78,['destroyed'],https://i.postimg.cc/kXJvFnRq/2001-bmp2-destr-21-03-23.jpg
1466,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,79,['destroyed'],https://i.postimg.cc/Jzjk9Jdp/58o.png
1467,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,80,['destroyed'],https://twitter.com/UAWeapons/status/1640751237170692100
1468,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,81,['destroyed'],https://i.postimg.cc/cHR8m3Kn/3f.png
1469,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,82,['destroyed'],https://i.postimg.cc/WpqwwBQk/214.png
1470,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,83,['destroyed'],https://i.postimg.cc/50tVyZ3s/8k.png
1471,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,84,['destroyed'],https://twitter.com/naalsio26/status/1644198745393733632
1472,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,85,['destroyed'],https://twitter.com/naalsio26/status/1644198745393733632
1473,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,86,['destroyed'],https://i.postimg.cc/VvT2vCZq/4430.png
1474,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,87,['destroyed'],https://twitter.com/naalsio26/status/1647409319208525829
1475,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,88,['destroyed'],https://i.postimg.cc/FHfJ55Vb/h.png
1476,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,89,['destroyed'],https://i.postimg.cc/wjbFQsds/2005-bmp2-destr-31-03-22.jpg
1477,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,90,['destroyed'],https://i.postimg.cc/jjpXG02x/2009-bmp2-destr-04-05-23.jpg
1478,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,91,['destroyed'],https://i.postimg.cc/6pQYZfFX/2013-bmp2-destr-27-04-23.jpg
1479,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,92,['destroyed'],https://i.postimg.cc/NfxP1SPL/2009-bmp2-destr-06-05-23.jpg
1480,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,93,['destroyed'],https://i.postimg.cc/m2MDK2LW/2007-bmp2-destr-13-05-23.jpg
1481,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,94,['destroyed'],https://i.postimg.cc/kgm4C3G6/2008-bmp2-destr-13-05-23.jpg
1482,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,95,['destroyed'],https://i.postimg.cc/L65vVRPW/2020-bmp2-destr-31-05-22.jpg
1483,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,96,['destroyed'],https://i.postimg.cc/brsST0sT/2039-bmp2-and-unkn-t72-destr-12-06-23.jpg
1484,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,97,['destroyed'],https://i.postimg.cc/j2y0G537/2007-bmp2-destr-10-06-23.jpg
1485,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,98,['destroyed'],https://i.postimg.cc/R0kKkN2F/44f30.png
1486,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,99,['destroyed'],https://i.postimg.cc/85JVmwhw/2026-bmp2-destr-28-02-23.jpg
1487,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,100,['destroyed'],https://i.postimg.cc/RFkxsfdm/2037-bmp2-destr-12-06-23.jpg
1488,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,101,['destroyed'],https://i.postimg.cc/8zZQ8x4t/2045-bmp2-destr-14-06-23.jpg
1489,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,102,['destroyed'],https://i.postimg.cc/85h9f49h/2001-bmp2-destr-14-06-23.jpg
1490,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,103,['destroyed'],https://i.postimg.cc/ydjbMq8W/2006-bmp2-destr-21-06-23.jpg
1491,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,104,['destroyed'],https://i.postimg.cc/zG7wn25V/2015-unkn-bmp-destr-11-06-23.jpg
1492,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,105,['destroyed'],https://i.postimg.cc/m2NcNnZF/1063-bmp2-destr-20-09-22.jpg
1493,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,106,['destroyed'],https://i.postimg.cc/N0SzcSQG/1007-bmp1-destr-29-06-23.jpg
1494,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,107,['destroyed'],https://i.postimg.cc/63sDMvBH/2008-bmp2-destr-06-07-23.jpg
1495,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,108,['destroyed'],https://i.postimg.cc/tTpzC7hR/2007-bmp2-destr-31-05-22.jpg
1496,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,109,['destroyed'],https://i.postimg.cc/bJVc9v1V/2046-unkn-bmp-destr-22-07-23.jpg
1497,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,110,['destroyed'],https://i.postimg.cc/SxcD2xBN/2018-BMP-2-destr-27-06-23.jpg
1498,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,111,['destroyed'],https://i.postimg.cc/NMj4z755/2030-bmp2-destr-10-07-23.jpg
1499,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,112,['destroyed'],https://twitter.com/UAWeapons/status/1583429062722080768
1500,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,113,['destroyed'],https://twitter.com/UAWeapons/status/1583429062722080768
1501,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,114,['destroyed'],https://i.postimg.cc/d386ZDyR/2200-bmp2-destr-25-03-23.jpg
1502,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,115,['destroyed'],https://i.postimg.cc/fbHpzz5k/2020-bmp2-and-bmp1-destr-21-07-23.jpg
1503,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,116,['destroyed'],https://i.postimg.cc/fy9vwkFx/2020-bmp2-dam-31-07-23.jpg
1504,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,117,['destroyed'],https://i.postimg.cc/XJBnn7ff/2008-bmp2-destr-03-08-23.jpg
1505,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,118,['destroyed'],https://i.postimg.cc/0yXNr4w6/2012-bmp2-destr-18-05-23.jpg
1506,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,119,['destroyed'],https://i.postimg.cc/5t6mdc0P/33f2.png
1507,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,120,['destroyed'],https://i.postimg.cc/BnG9M0SG/53.png
1508,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,121,['destroyed'],https://i.postimg.cc/SxHBsym7/1028-bmp2-destr-20-03-23.jpg
1509,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,122,['destroyed'],https://i.postimg.cc/bJXxPCDy/225.png
1510,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,123,['destroyed'],https://i.postimg.cc/Mphp0s1g/774.png
1511,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,124,['destroyed'],https://i.postimg.cc/W3N33WLZ/4477.png
1512,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,125,['destroyed'],https://i.postimg.cc/HxVBfzMZ/2244.png
1513,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,126,['destroyed'],https://i.postimg.cc/tJ3KDbqx/442.png
1514,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,127,['destroyed'],https://i.postimg.cc/jdRNRpv6/438.png
1515,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,128,['destroyed'],https://i.postimg.cc/3w1cVMq1/85.png
1516,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,129,['destroyed'],https://i.postimg.cc/L8DdKZYj/4377.png
1517,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,130,['destroyed'],https://i.postimg.cc/brd9C57G/653.png
1518,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,131,['destroyed'],https://i.postimg.cc/GhpKfsL4/2023-bmp2-destr-28-02-23.jpg
1519,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,132,['destroyed'],https://i.postimg.cc/KjJvkhnx/1033-BMP-2-K-destr-14-09-23.jpg
1520,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,133,['destroyed'],https://i.postimg.cc/4d7ky8Tz/2007-BMP-2-K-destr-27-09-23.jpg
1521,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,134,['destroyed'],https://i.postimg.cc/Fs9VqB43/2001-bmp2-destr-30-11-22.jpg
1522,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,135,['destroyed'],https://i.postimg.cc/vTWycXPr/2015-2x-BMP-2-destr-27-09-23.jpg
1523,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,136,['destroyed'],https://i.postimg.cc/vTWycXPr/2015-2x-BMP-2-destr-27-09-23.jpg
1524,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,137,['destroyed'],https://i.postimg.cc/G3Yd7hc4/2008-bmp2-destr-12-10-23.jpg
1525,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,1,['damaged'],https://i.postimg.cc/cJfZ5HRh/547.jpg
1526,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,2,['damaged'],https://i.postimg.cc/tCKrkSkq/2001-bmp2-dam-19-05-23.jpg
1527,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,3,['damaged'],https://i.postimg.cc/FspCR7hB/1021-bmp2-dam-29-06-23.jpg
1528,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,4,['damaged'],https://i.postimg.cc/5NzndC40/2007-BMP-2-dam-13-07-23.jpg
1529,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,5,['damaged'],https://i.postimg.cc/HxjtZ9p5/2035-bmp2-dam-17-08-23.jpg
1530,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,1,['abandoned'],https://i.postimg.cc/xT3v6qKT/4470.png 
1531,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,2,"['damaged', 'abandoned']",https://i.postimg.cc/br08xRbH/2010-bmp2-dam-aband-05-07-23.jpg
1532,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,3,['abandoned'],https://twitter.com/UAWeapons/status/1572668027933495297
1533,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,4,['abandoned'],https://twitter.com/UAWeapons/status/1572668027933495297
1534,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,5,['abandoned'],https://twitter.com/UAWeapons/status/1572668027933495297
1535,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,6,"['damaged', 'abandoned']",https://i.postimg.cc/Gp3gfZtf/478.png
1536,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,7,['abandoned'],https://i.postimg.cc/15Hpd4F9/487.png
1537,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,8,['abandoned'],https://i.postimg.cc/gj8DNcb5/2002-bmp2-aband-29-06-23.png
1538,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,9,"['damaged', 'abandoned']",https://i.postimg.cc/gJf8Ng6K/2013-2x-t64bv-and-2x-bmp2-dam-aband-21-07-23.jpg
1539,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,10,"['damaged', 'abandoned']",https://i.postimg.cc/gJf8Ng6K/2013-2x-t64bv-and-2x-bmp2-dam-aband-21-07-23.jpg
1540,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,11,['abandoned'],https://i.postimg.cc/7YF4Rbdp/2037-BMP2-aband-09-07-23.jpg
1541,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,12,['abandoned'],https://i.postimg.cc/jjXrCc2b/2042-bmp2-aband-22-07-23.jpg
1542,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,13,['abandoned'],https://i.postimg.cc/QCvkqN0n/4313.png
1543,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,14,"['damaged', 'abandoned']",https://i.postimg.cc/jj25nTyn/321.png
1544,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,15,"['damaged', 'abandoned']",https://i.postimg.cc/rFYj2FsQ/2008-bmp2-dam-aband-26-09-23.jpg
1545,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,1,['captured'],https://i.postimg.cc/rpTdbQ9m/29.png
1546,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,2,['captured'],https://i.postimg.cc/s2NXdBd7/880.png
1547,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,3,['captured'],https://i.postimg.cc/cC2jmrRR/gg4.jpg
1548,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,4,['captured'],https://i.postimg.cc/T3fSzzth/b3.png
1549,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,5,['captured'],https://i.postimg.cc/Y0xNYsYy/b4.png
1550,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,6,['captured'],https://twitter.com/UAWeapons/status/1545899337682751489
1551,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,7,['captured'],https://twitter.com/UAWeapons/status/1545899337682751489
1552,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,8,['captured'],https://i.postimg.cc/7ZZ9vztc/2006-bmp2.jpg
1553,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,9,['captured'],https://i.postimg.cc/hv878tMd/2001-bmp2.jpg
1554,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,10,['captured'],https://i.postimg.cc/XYZyFvKP/460.png
1555,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,11,['captured'],https://twitter.com/UAWeapons/status/1582764978376876032
1556,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,12,['captured'],https://i.postimg.cc/5NZnXyDP/4360.png
1557,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,13,['captured'],https://i.postimg.cc/258DK0TL/5589.png
1558,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,14,['captured'],https://i.postimg.cc/cJ9X87wy/2001-bmp2-capt.jpg
1559,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,15,['captured'],https://i.postimg.cc/t4jtHyCG/2084-BMP-2-K-capt-04-07-22.jpg
1560,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,16,['captured'],https://i.postimg.cc/tgFY4ctn/5g3.png
1561,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,17,['captured'],https://i.postimg.cc/4dwG04n0/2007-bmp2-capt-23-04-22.jpg
1562,UA,['the Soviet Union'],Infantry Fighting Vehicles,BMP-2(K),182,18,['captured'],https://i.postimg.cc/NGJY7039/2009-bmp2-capt-30-04-22.jpg
